Data-ID,Result-State,Result-Detail,numeroDocumento,dataAdmissaoFopag,dataRegistroPrimeiroContrato,dataRegistro,flagMAT30d,flagMAT35d,flagMAT60d,flagMAT90d,fonteRenda,flagPortabilidade,rendaLiquidaPicpay,consumerID,investimentoTotal,flagInvestimentoPrincipalidade,payloadParam.solicitante.flagPrincipalidadeAll,flagPrincipalidade,mesFlagPrincipalidade,flagAllowlist,flagBlocklist,flagCartaoCreditoContratado,flagLimiteGarantidoContratado,result:cpf6e7Digito,expected:cpf6e7Digito,result:dataAdmissao,expected:dataAdmissao,result:dataAdmissaoMeses,expected:dataAdmissaoMeses,result:clienteExistente,expected:clienteExistente,result:clienteMAT,expected:clienteMAT,result:clienteMATRecorrencia,expected:clienteMATRecorrencia,result:clienteFopag,expected:clienteFopag,result:rendaInexistente,expected:rendaInexistente,result:clienteNovo,expected:clienteNovo,result:naoCliente,expected:naoCliente,result:scoreInexistente,expected:scoreInexistente,result:vlrTotalInvestido,expected:vlrTotalInvestido,result:percentRendaInvestimento,expected:percentRendaInvestimento,result:investidorOriginal,expected:investidorOriginal,result:principalidadeInvestimento,expected:principalidadeInvestimento,result:principalidadeAll,expected:principalidadeAll,result:principalidadeAllRecorrencia,expected:principalidadeAllRecorrencia,result:clienteBlindado,expected:clienteBlindado,result:clienteBloqueado,expected:clienteBloqueado,result:faixaRendaLiquida,expected:faixaRendaLiquida,result:faixaRendaBruta,expected:faixaRendaBruta
1999,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,200,12345678987654321,3000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,3000,,15.0,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2000,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,300,12345678987654321,3000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,3000,,10.0,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2001,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,301,12345678987654321,3000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,3000,,9.966777408637874,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2002,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,1000,12345678987654321,3000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,3000,,3.0,,0,,0,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2003,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,-99999,12345678987654321,4000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,1,,0,,0,,0,,4000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2004,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,0,12345678987654321,4000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,4000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2005,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,200,12345678987654321,4000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,4000,,20.0,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2006,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,300,12345678987654321,4000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,4000,,13.333333333333334,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2007,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,301,12345678987654321,4000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,4000,,13.289036544850498,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2008,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,1000,12345678987654321,4000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,4000,,4.0,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2009,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,-99999,12345678987654321,5000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,1,,0,,0,,0,,5000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2010,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,0,12345678987654321,5000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,5000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2011,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,200,12345678987654321,5000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,5000,,25.0,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2012,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,300,12345678987654321,5000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,5000,,16.666666666666668,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2013,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,301,12345678987654321,5000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,5000,,16.611295681063122,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2014,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,1000,12345678987654321,5000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,5000,,5.0,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2015,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,-99999,12345678987654321,6000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,1,,0,,0,,0,,6000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2016,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,0,12345678987654321,6000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,6000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2017,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,200,12345678987654321,6000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,6000,,30.0,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2018,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,300,12345678987654321,6000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,6000,,20.0,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2019,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,301,12345678987654321,6000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,6000,,19.93355481727575,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2020,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,1000,12345678987654321,6000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,6000,,6.0,,1,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2021,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,-99999,12345678987654321,-99999,1,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2022,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,-99999,12345678987654321,-99999,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2023,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,0,12345678987654321,-99999,1,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2024,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,0,12345678987654321,-99999,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2025,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,1000,12345678987654321,-99999,1,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2026,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,1000,12345678987654321,-99999,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2027,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,-99999,12345678987654321,0,1,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2028,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,-99999,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2029,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,0,12345678987654321,0,1,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2030,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,0,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2031,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,1000,12345678987654321,0,1,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2032,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,1000,12345678987654321,0,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2033,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,-99999,12345678987654321,2000,1,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,1,,0,,0,,0,,2000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2034,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,-99999,12345678987654321,2000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,1,,0,,0,,0,,2000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2035,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,0,12345678987654321,2000,1,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,2000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2036,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,0,12345678987654321,2000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,2000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2037,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,1000,12345678987654321,2000,1,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,2000,,2.0,,0,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2038,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,1000,12345678987654321,2000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,2000,,2.0,,0,,0,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2039,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,-99999,12345678987654321,3000,1,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,1,,0,,0,,0,,3000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2040,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,-99999,12345678987654321,3000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,1,,0,,0,,0,,3000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2041,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,0,12345678987654321,3000,1,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,3000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2042,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,0,12345678987654321,3000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,3000,,0.0,,1,,1,,0,,0,,0,,0,,a. Sem renda,,a. Sem renda
2043,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,1000,12345678987654321,3000,1,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,3000,,3.0,,0,,1,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2044,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,1000,12345678987654321,3000,0,0,0,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,3000,,3.0,,0,,0,,0,,0,,0,,0,,b. < 4k,,a. < 4k
2045,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,-99999,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
2046,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
2047,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,1,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
2048,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,2,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
2049,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,3,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,1,,0,,0,,d. >= 10k,,c. 10k - 15k
2050,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,4,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,1,,0,,0,,d. >= 10k,,c. 10k - 15k
2051,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,5,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,1,,0,,0,,d. >= 10k,,c. 10k - 15k
2052,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,6,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,1,,0,,0,,d. >= 10k,,c. 10k - 15k
2053,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,7,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,1,,0,,0,,d. >= 10k,,c. 10k - 15k
2054,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,8,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,1,,0,,0,,d. >= 10k,,c. 10k - 15k
2055,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,9,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,1,,0,,0,,d. >= 10k,,c. 10k - 15k
2056,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,10,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,1,,0,,0,,d. >= 10k,,c. 10k - 15k
2057,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,11,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,1,,0,,0,,d. >= 10k,,c. 10k - 15k
2058,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,1,1,12,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,1,,0,,0,,d. >= 10k,,c. 10k - 15k
2059,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,1,-99999,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
2060,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,1,0,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
2061,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,1,1,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
2062,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,1,2,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,0,,0,,0,,d. >= 10k,,c. 10k - 15k
2063,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,1,3,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,1,,0,,0,,d. >= 10k,,c. 10k - 15k
2064,,,123456789,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,2002-11-05T17:18:43.888Z,0,0,0,0,XYZ,0,10000,12345678987654321,0,0,0,1,4,-99999,-99999,0,0,,67,,2002-11-05T17:18:43.888Z,,258,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,1,,1,,0,,0,,d. >= 10k,,c. 10k - 15k
